Record,Location,X,Y,Longitude,Latitude,Date,Time,Environment,Light,Road_Surface,Traffic_Control,Collision_Location,Collision_Classification,Impact_type,Pedestrian
16-11903,HUNT CLUB RD @ CANADAIR PRIV,368663.04768,5022311.46996,-75.68515251680,45.33784408680,2016-12-16,4:57:00 PM,01 - Clear,05 - Dusk,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-11904,ELGIN ST @ SLATER ST,367889.87954,5031645.33286,-75.69382392500,45.42189765420,2016-12-16,5:19:00 PM,01 - Clear,07 - Dark,04 - Slush,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-11905,COOPER ST @ ELGIN ST,368119.49446,5031270.49121,-75.69093832240,45.41850420990,2016-12-16,5:19:00 PM,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-11906,INNES RD @ JEANNE D'ARC BLVD/MER BLEUE RD,382638.58176,5035566.31146,-75.50476765790,45.45568987920,2016-12-16,5:22:00 PM,01 - Clear,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-11907,REGIONAL ROAD 174 btwn TRANSIT & OR174 IC109 RAMP56,376270.09301,5034579.53956,-75.58632668510,45.44749193420,2016-12-16,5:51:00 PM,01 - Clear,07 - Dark,06 - Ice,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
16-11908,MOODIE DR btwn WEST HUNT CLUB RD & ALTI PL,358279.27893,5017578.34975,-75.81814272700,45.29612340430,2016-12-16,5:57:00 PM,01 - Clear,07 - Dark,02 - Wet,10 - No control,,02 - Non-fatal injury,01 - Approaching,0
16-11909,CATHERINE ST @ ELGIN ST,368552.92914,5030577.35236,-75.68549036180,45.41222822360,2016-12-16,6:10:00 PM,01 - Clear,07 - Dark,04 - Slush,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
16-11910,BRIDGE ST @ ARTHUR CRES N,369022.53716,5010281.81648,-75.68212303280,45.22957016790,2016-12-16,6:20:00 PM,01 - Clear,07 - Dark,06 - Ice,02 - Stop sign,00 - Unknown,02 - Non-fatal injury,07 - SMV other,1
16-11911,MONTGOMERY ST btwn MONTREAL RD & SELKIRK ST,370004.90779,5032789.19532,-75.66664902990,45.43199573150,2016-12-16,6:32:00 PM,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,03 - P.D. only,02 - Angle,0
16-11912,PARKDALE AVE @ WELLINGTON ST,365149.70060,5029269.31346,-75.72912616330,45.40076055680,2016-12-16,7:13:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,99 - Other,0
16-11913,KENT ST btwn LAURIER AVE W & GLOUCESTER ST,367324.15242,5031152.58032,-75.70111472780,45.41751481150,2016-12-16,7:34:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
16-11914,ABERDEEN ST @ PRESTON ST,366652.16807,5029340.85254,-75.70992731190,45.40127311630,2016-12-16,7:55:00 PM,01 - Clear,07 - Dark,02 - Wet,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-11915,STRANDHERD DR btwn CEDARVIEW RD & MADRID AVE,362715.97169,5013737.75214,-75.76202784600,45.26121386580,2016-12-16,9:31:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
16-11916,OAKRIDGE BLVD @ SULLIVAN AVE,363466.34081,5022780.56939,-75.75139727180,45.34251878210,2016-12-16,9:46:00 PM,04 - Freezing Rain,07 - Dark,06 - Ice,03 - Yield sign,01 - Functioning,03 - P.D. only,07 - SMV other,0
16-11917,CATHERINE ST @ KENT ST,367907.04888,5030189.22302,-75.69379101250,45.40879449970,2016-12-16,10:08:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-11918,BRONSON AVE btwn PLYMOUTH ST & RENFREW AVE,367354.73575,5029556.17322,-75.70092657810,45.40314808540,2016-12-16,10:47:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,05 - Turning movement,0
16-11919,RICHMOND RD @ HOLLY ACRES RD/NANAIMO DR,359059.49976,5022748.91018,-75.80762926000,45.34258861620,2016-12-17,12:19:00 AM,04 - Freezing Rain,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-11920,REGIONAL ROAD 174 btwn TRANSIT & OR174 IC109 RAMP56,376286.35803,5034614.37879,-75.58611371790,45.44780373210,2016-12-17,2:23:00 AM,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,03 - P.D. only,07 - SMV other,0
16-11921,STAGECOACH RD @ EMPIRE GROVE ST/STANMORE ST,376436.74980,5012151.99902,-75.58744476350,45.24568239170,2016-12-17,2:26:00 AM,03 - Snow,07 - Dark,03 - Loose snow,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
16-11922,CHARLOTTE ST btwn WILBROD ST & LAURIER AVE E,369470.88434,5032498.93837,-75.67351151710,45.42943370200,2016-12-17,3:28:00 AM,02 - Rain,07 - Dark,04 - Slush,10 - No control,,03 - P.D. only,07 - SMV other,0
16-11923,BANK ST btwn LYNCH ST & CONROY RD,375003.55813,5022271.02635,-75.60426729740,45.33687442090,2016-12-17,6:16:00 AM,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,02 - Non-fatal injury,01 - Approaching,0
16-11924,MCCORDICK RD @ ROGER STEVENS DR,364678.68315,4998319.62085,-75.73887244880,45.12231526050,2016-12-17,6:18:00 AM,03 - Snow,07 - Dark,03 - Loose snow,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
16-11925,WEST HUNT CLUB RD WB btwn 545 E OF ROYDON PL/SUNDERLAND ST & ANTARES D,366966.94770,5022342.21858,-75.70678758170,45.33827309130,2016-12-17,7:23:00 AM,03 - Snow,03 - Dawn,03 - Loose snow,10 - No control,,03 - P.D. only,07 - SMV other,0
16-11926,HUNTER'S RUN DR @ JEANNE D'ARC BLVD,380567.08858,5036174.79184,-75.53115583380,45.46139218840,2016-12-17,7:35:00 AM,05 - Drifting Snow,03 - Dawn,05 - Packed snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,07 - SMV other,0
16-11927,HWY417 IC88 RAMP16 btwn HIGHWAY 417 & ROCKDALE RD,395347.29194,5022669.92533,-75.34467408760,45.33813295480,2016-12-17,8:22:00 AM,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,07 - SMV other,0
16-11928,PRINCE OF WALES DR btwn MAPLEHILL WAY & LODGE RD,366914.96407,5013177.11600,-75.70859882480,45.25581106340,2016-12-17,8:31:00 AM,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,07 - SMV other,0
16-11929,BANK ST btwn VANCOUVER AVE & FOXBAR AVE,370444.80985,5025678.43961,-75.66197387500,45.36797464140,2016-12-17,9:06:00 AM,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,03 - Rear end,0
16-11930,EAGLESON RD @ MICHAEL COWPLAND DR/STONEHAVEN D,354382.60332,5016623.44410,-75.86791738160,45.28781674310,2016-12-17,9:15:00 AM,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-11931,EARL MULLIGAN DR @ WOODROFFE AVE,365250.70120,5017506.04592,-75.72927397920,45.29490762150,2016-12-16,3:30:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-11932,CYRVILLE RD btwn BEAUPARC PRIV & LABRIE AVE,373361.05666,5031696.05414,-75.62391287870,45.42183922220,2016-12-17,9:25:00 AM,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,02 - Angle,0
16-11933,ANDERSON RD/WEIR RD @ RENAUD RD,377766.91994,5031502.31906,-75.56764982770,45.41965045980,2016-12-17,9:40:00 AM,03 - Snow,01 - Daylight,04 - Slush,11 - Roundabout,,03 - P.D. only,04 - Sideswipe,0
16-11934,TERRY FOX DR @ EDGEWATER ST/WALTER BAKER PL,351778.43636,5017614.69254,-75.90101973180,45.29691515830,2016-12-17,9:45:00 AM,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-11935,EAGLESON RD @ HOPE SIDE RD/TERRY FOX DR,355188.15290,5014616.03848,-75.85785260390,45.26969637700,2016-12-17,10:30:00 AM,03 - Snow,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-11936,KLONDIKE RD @ MARCH RD,349262.14284,5024060.37886,-75.93252230850,45.35507891860,2016-12-17,10:39:00 AM,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,00 - Unknown,03 - P.D. only,04 - Sideswipe,0
16-11937,MAITLAND AVE @ WOODWARD DR,363274.58164,5025663.78798,-75.75350294350,45.36847770260,2016-12-17,10:40:00 AM,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
16-11938,SOUTHVALE CRES btwn ERINBROOK CRES & DELRIDGE LANE,374154.47721,5029176.37955,-75.61413010420,45.39909024580,2016-12-17,10:46:00 AM,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-11939,TOULON ST btwn JAMISON AVE & JAMISON AVE,381948.94069,5037685.78354,-75.51325132150,45.47483557660,2016-12-16,12:00:00 AM,03 - Snow,00 - Unknown,03 - Loose snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-11940,FALAISE RD @ NORMANDY CRES,366603.53886,5024488.10195,-75.71115585190,45.35761347380,2016-12-17,11:10:00 AM,03 - Snow,01 - Daylight,03 - Loose snow,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
16-11941,BOYER RD @ ST. JOSEPH BLVD,380405.08338,5036833.36636,-75.53312582590,45.46733507210,2016-12-17,10:00:00 AM,03 - Snow,01 - Daylight,03 - Loose snow,02 - Stop sign,,03 - P.D. only,05 - Turning movement,0
16-11942,BEECHWOOD AVE @ CORONA AVE,369697.05819,5034149.18272,-75.67040377930,45.44426097420,2016-12-17,11:22:00 AM,03 - Snow,01 - Daylight,03 - Loose snow,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
16-11943,BANK ST @ SUNNYSIDE AVE,368735.53686,5028580.30696,-75.68341651720,45.39424280360,2016-12-17,11:41:00 AM,01 - Clear,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-11944,REGIONAL ROAD 174 btwn OR174 IC102 RAMP61 & OR174 IC101 RAMP36,382201.63093,5038608.66831,-75.50987442340,45.48311092140,2016-12-17,11:42:00 AM,01 - Clear,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-11945,THAD JOHNSON PRIV @ ALERT RD,371425.56116,5021220.90258,-75.65005540800,45.32777459170,2016-12-17,11:42:00 AM,01 - Clear,01 - Daylight,03 - Loose snow,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
16-11946,KANATA AVE @ EARL GREY DR,350953.41051,5019284.24182,-75.91138288890,45.31199289160,2016-12-17,11:46:00 AM,03 - Snow,01 - Daylight,06 - Ice,01 - Traffic signal,00 - Unknown,03 - P.D. only,03 - Rear end,0
16-11947,CHARLOTTE ST @ RIDEAU ST,369248.88084,5032858.34996,-75.67630136650,45.43268804120,2016-12-17,10:25:00 AM,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-11948,ALBERT ST @ BOOTH ST,366428.47366,5030626.34706,-75.71262372940,45.41285937910,2016-12-17,12:20:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
16-11949,GOULBOURN FORCED RD btwn INNOVATION DR & KANATA ROCKERIES PRIV,349349.99000,5022518.26700,-75.93154007150,45.34119706270,2016-12-17,12:50:00 PM,03 - Snow,01 - Daylight,04 - Slush,10 - No control,,03 - P.D. only,07 - SMV other,0
16-11950,LANCASTER RD @ WALKLEY RD,374908.52096,5028603.19982,-75.60458128270,45.39385796090,2016-12-17,12:45:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-11951,CHAPMAN MILLS DR @ LONGFIELDS DR,364841.82600,5014582.92110,-75.73484018070,45.26864047110,2016-12-17,1:02:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,02 - Stop sign,00 - Unknown,03 - P.D. only,01 - Approaching,0
16-11952,STRANDHERD DR @ LONGFIELDS DR,364549.63866,5015172.91062,-75.73849242770,45.27397408100,2016-12-17,1:12:00 PM,03 - Snow,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-11953,TIMM DR btwn HAANEL DR & MOODIE DR,356804.88245,5021080.57675,-75.83657232170,45.32774756820,2016-12-17,1:26:00 PM,03 - Snow,01 - Daylight,04 - Slush,10 - No control,,03 - P.D. only,07 - SMV other,0
16-11954,HAZELDEAN RD @ JOHNWOODS ST/VICTOR ST,350185.53470,5015396.43810,-75.92153126660,45.27705931340,2016-12-17,1:31:00 PM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
16-11955,BASELINE RD @ JOHN SUTHERLAND DR/VALLEY STREAM,359311.21034,5021789.83883,-75.80452323750,45.33393935140,2016-12-17,1:33:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
16-11956,HAWTHORNE RD/RUSSELL RD @ WALKLEY RD,374675.57206,5028498.29906,-75.60757097460,45.39293739930,2016-12-17,1:33:00 PM,03 - Snow,01 - Daylight,05 - Packed snow,01 - Traffic signal,00 - Unknown,03 - P.D. only,07 - SMV other,0
16-11957,BRITTANY DR btwn KRISTIN WAY & MONTREAL RD,371858.40126,5034120.13008,-75.64278178060,45.44379557740,2016-12-17,1:38:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,05 - Turning movement,0
16-11958,WALKLEY RD btwn BANTON ST & MELFORT ST,374333.76361,5028301.95449,-75.61196358670,45.39120480720,2016-12-17,1:48:00 PM,03 - Snow,01 - Daylight,05 - Packed snow,10 - No control,,03 - P.D. only,07 - SMV other,0
16-11959,CROSSKEYS PL/HELENE CAMPBELL RD @ STRANDHERD DR,360982.31120,5014901.73290,-75.78398492900,45.27182807490,2016-12-17,1:57:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
16-11960,DES EPINETTES AVE @ ST. GEORGES ST,382903.92354,5036403.33226,-75.50124259690,45.46319105640,2016-12-17,2:02:00 PM,03 - Snow,01 - Daylight,04 - Slush,02 - Stop sign,01 - Functioning,03 - P.D. only,07 - SMV other,0
16-11961,CARPENTER WAY btwn BANGS ST & TRURO ST,371576.88601,5034465.44282,-75.64633316920,45.44692948430,2016-12-17,12:00:00 AM,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-11962,CYR AVE @ MCARTHUR AVE,370353.94757,5032709.03210,-75.66219927940,45.43124182560,2016-12-17,2:21:00 PM,03 - Snow,01 - Daylight,04 - Slush,02 - Stop sign,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
16-11963,EAGLESON RD @ MICHAEL COWPLAND DR/STONEHAVEN D,354381.34767,5016623.04918,-75.86793342660,45.28781327830,2016-12-17,2:17:00 PM,01 - Clear,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-11964,BRONSON AVE @ SUNNYSIDE AVE/UNIVERSITY RD - CA,367921.61241,5028091.32756,-75.69387345780,45.38991694890,2016-12-17,2:29:00 PM,03 - Snow,01 - Daylight,05 - Packed snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
16-11965,MONTREAL RD @ VANIER PKWY,370072.70980,5033066.00618,-75.66574588170,45.43448003620,2016-12-17,3:03:00 PM,03 - Snow,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-11966,DEVINE RD @ FRANK KENNY RD,393676.86670,5023503.04492,-75.36583374980,45.34584204900,2016-12-16,6:30:00 AM,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-11967,BLAIR RD btwn MONTREAL RD & SEGUIN ST,374051.19018,5034358.01130,-75.61472084580,45.44572211210,2016-12-17,4:03:00 PM,03 - Snow,05 - Dusk,03 - Loose snow,10 - No control,,03 - P.D. only,07 - SMV other,0
16-11968,PARKDALE AVE @ HWY 417 PARKDAL IC122R15/HWY 41,365336.69820,5028844.31246,-75.72678993850,45.39692034900,2016-12-17,4:08:00 PM,03 - Snow,05 - Dusk,04 - Slush,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-11969,MCCORDICK RD btwn CARSONBY RD W & POLLOCK RD,361931.57529,5001426.38790,-75.77343355930,45.15049820510,2016-12-17,4:27:00 PM,03 - Snow,05 - Dusk,04 - Slush,10 - No control,,03 - P.D. only,07 - SMV other,0
16-11970,LEES AVE @ KING EDWARD AVE/MANN AVE,369178.79890,5031334.98322,-75.67739607880,45.41898781590,2016-12-17,4:35:00 PM,03 - Snow,05 - Dusk,04 - Slush,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-11971,CARLING AVE @ FAIRLAWN AVE/WOODROFFE AVE E,361934.68410,5025830.52790,-75.77058762240,45.37008852270,2016-12-17,4:43:00 PM,03 - Snow,05 - Dusk,04 - Slush,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-11972,WILLOWDUSK ST btwn MEADOWBREEZE DR & SUMMITVIEW DR,356561.90100,5015527.58200,-75.84025165270,45.27779885530,2016-12-17,3:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-11973,ATHLONE AVE btwn RICHMOND RD & BYRON AVE,363470.25265,5028398.90560,-75.75068015690,45.39307153690,2016-12-17,5:07:00 PM,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-11974,HERON RD btwn ALTA VISTA DR & FINN CRT,370781.89751,5026937.94996,-75.65750279550,45.37927563620,2016-12-17,5:27:00 PM,03 - Snow,07 - Dark,04 - Slush,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-11975,MEADOWLANDS DR @ MERIVALE RD,364858.48036,5023724.85178,-75.73352000570,45.35089750820,2016-12-17,5:34:00 PM,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-11976,PRINCE OF WALES DR btwn 187 N OF MEADOWLANDS DR & MEADOWLANDS DR/HOG'S,367357.84022,5025743.16644,-75.70137020100,45.36883936660,2016-12-17,8:50:00 PM,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,03 - P.D. only,05 - Turning movement,0
16-11977,CUMBERLAND ST @ RIDEAU ST,368374.21990,5032329.65176,-75.68754721990,45.42801106770,2016-12-17,8:58:00 PM,03 - Snow,07 - Dark,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
16-11978,BAYCREST DR btwn HERON RD & CEDARWOOD DR,371191.44597,5026856.80246,-75.65228491470,45.37850681030,2016-12-17,12:00:00 AM,04 - Freezing Rain,00 - Unknown,03 - Loose snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-11979,RUSSELL RD btwn HAIG DR & CUBA AVE,372788.70161,5029585.44322,-75.63151683050,45.40290477920,2016-12-17,9:46:00 PM,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-11980,ROBERTSON RD @ HAANEL DR,354987.97929,5019202.05962,-75.85993947170,45.31097664770,2016-12-17,10:12:00 PM,03 - Snow,07 - Dark,03 - Loose snow,02 - Stop sign,00 - Unknown,03 - P.D. only,07 - SMV other,0
16-11981,STONEHAVEN DR btwn TANDALEE CRES & GRASSY PLAINS DR,356195.52807,5015973.95491,-75.84487484890,45.28184228320,2016-12-17,10:19:00 PM,03 - Snow,07 - Dark,04 - Slush,10 - No control,,03 - P.D. only,02 - Angle,0
16-11982,BEECH ST @ ROCHESTER ST,366857.52666,5029342.14862,-75.70730423940,45.40126660460,2016-12-17,10:24:00 PM,03 - Snow,07 - Dark,05 - Packed snow,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
16-11983,HUNT CLUB RD @ PAUL ANKA DR,369777.06658,5022897.70994,-75.67086291250,45.34301663830,2016-12-17,11:53:00 PM,03 - Snow,07 - Dark,04 - Slush,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-11984,MONTREAL RD @ BATHGATE DR/BURMA RD,373224.96837,5034516.49631,-75.62525964380,45.44722944290,2016-12-18,12:16:00 AM,03 - Snow,07 - Dark,05 - Packed snow,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
16-11985,CARLING AVE @ MEATH ST,364466.74985,5027452.30351,-75.73806874760,45.38446998970,2016-12-18,12:40:00 AM,03 - Snow,07 - Dark,05 - Packed snow,02 - Stop sign,01 - Functioning,03 - P.D. only,07 - SMV other,0
16-11986,INDUSTRIAL AVE @ RUSSELL RD,372465.72860,5030279.96718,-75.63554667920,45.40918509220,2016-12-18,12:43:00 AM,03 - Snow,07 - Dark,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,07 - SMV other,0
16-11987,RICHMOND RD btwn FRASER AVE & BROADVIEW AVE,362526.13082,5027725.08367,-75.76281602610,45.38708704420,2016-12-18,2:27:00 AM,04 - Freezing Rain,07 - Dark,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
16-11988,LEES AVE @ ROBINSON AVE W,369575.82948,5031234.78674,-75.67233669950,45.41804963960,2016-12-18,2:41:00 AM,03 - Snow,07 - Dark,04 - Slush,02 - Stop sign,00 - Unknown,03 - P.D. only,03 - Rear end,0
16-11989,JEANNE D'ARC BLVD @ CEDAR MILLS RD/CHAMPNEUF D,381214.92354,5036276.51191,-75.52285727660,45.46223682410,2016-12-18,5:43:00 AM,03 - Snow,07 - Dark,05 - Packed snow,02 - Stop sign,01 - Functioning,03 - P.D. only,07 - SMV other,0
16-11990,HWY417 IC118 RAMP52 btwn HWY417 IC118 RAMP57 & HWY417 IC118 RAMP62,369478.98169,5031041.25167,-75.67359943050,45.41631724310,2016-12-18,8:30:00 AM,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,02 - Non-fatal injury,07 - SMV other,0
16-11991,REGIONAL ROAD 174 btwn OR174 IC105 RAMP25 & OR174 IC102 RAMP51,380850.20471,5037818.39641,-75.52728176830,45.47614924300,2016-12-18,8:38:00 AM,03 - Snow,01 - Daylight,05 - Packed snow,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-11992,VIEILLE-CASERNE PRIV btwn TOMPKINS AVE & TOMPKINS AVE,382395.48304,5037585.10035,-75.50755672780,45.47388024130,2016-12-18,9:00:00 AM,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,99 - Other,0
16-11993,BEAUSEJOUR DR @ JEANNE D'ARC BLVD,381421.13975,5036060.12680,-75.52025443180,45.46026738200,2016-12-18,10:35:00 AM,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-11994,ST. JOSEPH BLVD btwn HART RD & R.C.M.P. COMPLEX,377810.42985,5035736.22558,-75.56646593250,45.45773980230,2016-12-17,1:00:00 AM,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,03 - P.D. only,07 - SMV other,0
16-11995,EXPLORER LANE N @ VOYAGEUR DR N,378434.56206,5037818.66119,-75.55817467370,45.47641054170,2016-12-17,2:15:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,00 - Unknown,03 - P.D. only,02 - Angle,0
16-11996,CASTOR RD @ YORKS CORNERS RD,391978.81000,5005760.91202,-75.39061269560,45.18642721540,2016-12-18,11:21:00 AM,03 - Snow,01 - Daylight,05 - Packed snow,10 - No control,00 - Unknown,03 - P.D. only,02 - Angle,0
16-11997,GREENBANK RD @ WEST HUNT CLUB RD,361480.50516,5020502.89328,-75.77699598060,45.32218755770,2016-12-18,11:30:00 AM,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-11998,REGIONAL ROAD 174 btwn Continuation of REGIONAL ROAD 174 & OR174 IC112,374120.80336,5032335.11112,-75.61411590730,45.42751425300,2016-12-18,11:53:00 AM,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,02 - Non-fatal injury,99 - Other,0
16-11999,SOMERSET ST    W btwn SPADINA AVE & BAYSWATER AVE,365782.58887,5029901.20883,-75.72096460010,45.40639135260,2016-12-18,12:02:00 PM,03 - Snow,01 - Daylight,04 - Slush,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-12000,LEITRIM RD @ LIMEBANK RD S,369356.04444,5017871.52422,-75.67688991570,45.29783095480,2016-12-18,12:06:00 PM,04 - Freezing Rain,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,03 - P.D. only,07 - SMV other,0
16-12001,BANK ST @ HOLMWOOD AVE,368480.87984,5029197.14462,-75.68658903290,45.39981612200,2016-12-18,12:26:00 PM,01 - Clear,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,01 - Approaching,0
16-12002,DWYER HILL RD btwn ROGER STEVENS DR & FLOOD RD,354379.60618,4989305.30907,-75.87066811920,45.04199692360,2016-12-18,12:46:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,07 - SMV other,0
16-12003,PINARD WAY btwn MARCHANT DR & LICHEN AVE,385260.87924,5036664.28242,-75.47106502740,45.46527134560,2016-12-17,4:50:00 PM,01 - Clear,05 - Dusk,03 - Loose snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-12004,SOMERSET ST    W btwn BRONSON AVE & PERCY ST,367098.31260,5030558.21903,-75.70407518630,45.41218707160,2016-12-18,12:00:00 AM,03 - Snow,00 - Unknown,04 - Slush,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-12005,DUNROBIN RD btwn DUNROBIN RD & MURPHY SIDE RD,344232.05618,5029293.51559,-75.99630155840,45.40246905800,2016-12-18,1:45:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,07 - SMV other,0
16-12006,HWY 417 TERRYFO IC140R52 @ TERRY FOX DR,351053.72570,5018433.70037,-75.91018296950,45.30433289790,2016-12-18,2:05:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
